Date,Country,City,Specie,Count,Min,Max,Median,Variance
2019-05-08,AU,Melbourne,humidity,147,49,99.3,73.3,1304.8
2019-05-08,AU,Melbourne,o3,120,0.8,20,11.2,358.18
2019-05-08,AU,Melbourne,so2,24,1.5,17.2,4.3,252.38
2019-04-28,AU,Sydney,pm25,150,23,74,55,1892.39
2019-05-08,AU,Melbourne,pressure,136,0,1017,0,2357770
2019-05-08,AU,Adelaide,temperature,168,8.8,18.5,14.1,43.25
2019-05-08,AU,Adelaide,wind-gust,164,0.1,20.4,9.3,205.74
2019-05-08,AU,Adelaide,no2,120,0.1,0.1,0.1,0
2019-05-08,AU,Adelaide,dew,24,5,11.6,7,34.46
2019-05-08,AU,Adelaide,co,69,0.1,0.3,0.2,0.03
2019-05-08,AU,Adelaide,pm10,168,2,15,7,67.66
2019-05-08,AU,Adelaide,humidity,168,44.8,91,66.3,941.58
2019-05-08,AU,Adelaide,o3,148,0,0,0,0
2019-05-08,AU,Adelaide,so2,6,0.1,0.1,0.1,0
2019-05-22,AU,Sydney,pm25,150,60,129,88,2844.58
2019-05-08,AU,Adelaide,pressure,168,1013.2,1019.8,1017,37.23
2019-05-08,AU,Adelaide,wind-speed,164,0.1,11.8,4.5,71.43
2019-05-08,AU,Brisbane,co,40,0.1,0.1,0.1,0
2019-05-08,AU,Brisbane,precipitation,2,0,0,0,0
2019-05-08,AU,Brisbane,wd,211,0,0,0,0
2019-05-08,AU,Brisbane,wind-gust,175,0.1,11.9,3.7,116.93
2019-05-08,AU,Brisbane,dew,76,10.5,18,14,53.17
2019-05-08,AU,Brisbane,humidity,216,0,96.7,0,12657.9
2019-05-08,AU,Brisbane,so2,68,0.1,0.1,0.1,0
2019-05-22,AU,Launceston,pm25,150,5,144,17,5562.51
2019-05-08,AU,Brisbane,temperature,212,0,0,0,0
2019-05-08,AU,Brisbane,o3,123,0.1,0.1,0.1,0
2019-05-08,AU,Brisbane,no2,211,0.1,0.1,0.1,0
2019-05-08,AU,Brisbane,pm10,215,11,25,14,140.48
2019-05-08,AU,Brisbane,pressure,216,1011.5,1020.5,1016.7,46.45
2019-05-08,AU,Brisbane,wind-speed,212,0,0,0,0
2019-05-08,AU,Perth,no2,54,1.2,18.9,6.7,271.99
2019-05-08,AU,Perth,pressure,72,1027,1039.7,1031,193.01
2019-05-08,AU,Perth,humidity,62,41.5,100,74.8,3284.04
2019-05-08,AU,Perth,o3,38,0,0,0,0
2019-05-25,AU,Sydney,pm25,150,44,86,67,1300.23
2019-05-08,AU,Perth,pm10,58,5,14,10,48.01
2019-05-08,AU,Perth,wind-speed,55,0.1,5.1,1.8,17.31
2019-05-08,AU,Perth,wind-gust,68,0.3,13,1.5,87.03
2019-05-08,AU,Perth,dew,48,7,13,10,26.84
2019-05-08,AU,Perth,co,37,1,5,3,12.87
2019-05-08,AU,Perth,temperature,72,8,22.9,15,192.78
2019-05-08,AU,Wollongong,temperature,72,12.7,19.4,15.4,45.19
2019-05-08,AU,Wollongong,wind-speed,63,0.1,24,9.6,415.96
2019-05-08,AU,Wollongong,co,36,1.2,4.5,2.3,10.37
2019-05-08,AU,Wollongong,humidity,72,33.3,75,52.8,1081.32
2019-05-08,AU,Wollongong,o3,53,0.8,22.4,20,399.79
2019-05-08,AU,Wollongong,so2,2,1.5,1.5,1.5,0
2019-05-25,AU,Launceston,pm25,150,5,55,13,688.92
2019-05-08,AU,Wollongong,no2,36,1,23.2,2.8,527.82
2019-05-08,AU,Wollongong,pressure,72,1005.2,1017,1011.7,94.35
2019-05-08,AU,Wollongong,wind-gust,68,0.4,35.5,14.7,776.17
2019-05-08,AU,Wollongong,pm10,44,9,19,10,121.62
2019-05-09,AU,Sydney,o3,130,0.8,23.3,7.3,411.84
2019-05-09,AU,Sydney,so2,69,1.5,27.2,8.6,319.75
2019-07-06,AU,Launceston,pm25,150,5,207,46,28116.6
2019-05-09,AU,Sydney,no2,136,1,26.9,14.9,401.76
2019-05-09,AU,Sydney,wind-gust,166,0.1,17.5,4,113.2
2019-05-09,AU,Sydney,temperature,168,6.2,24.3,15.5,175.01
2019-05-09,AU,Sydney,co,22,1.2,3.4,2.3,4.95
2019-05-09,AU,Sydney,pm10,142,9,18,14,44.78
2019-05-09,AU,Sydney,humidity,120,32.2,76.4,59.7,1160.95
2019-05-09,AU,Sydney,pressure,168,1007.3,1023.9,1014.3,235.53
2019-05-09,AU,Sydney,wind-speed,154,0.1,7.9,1.5,25.98
2019-05-09,AU,Sydney,dew,23,3,8.5,5.5,26.46
2019-05-09,AU,Newcastle,no2,58,1,27.8,11.2,431.88
2019-05-09,AU,Newcastle,wind-speed,68,0.1,4,1.5,15.87
2019-05-09,AU,Newcastle,dew,24,4,9,6.5,24.55
2019-05-09,AU,Newcastle,temperature,72,8.3,20.7,14.4,174.96
2019-05-09,AU,Newcastle,pm10,63,16,27,19,107.56
2019-05-09,AU,Newcastle,humidity,72,46.1,87,71,1607.83
2019-05-09,AU,Newcastle,o3,56,0.8,24.8,7.3,470.45
2019-08-24,AU,Launceston,pm25,150,5,42,17,493.55
2019-05-09,AU,Newcastle,co,27,1.2,3.4,2.3,6.83
2019-05-09,AU,Newcastle,so2,36,1.5,15.8,1.5,213.04
2019-05-09,AU,Newcastle,pressure,72,1014.6,1020.1,1016.2,33.49
2019-05-09,AU,Newcastle,wind-gust,72,0.6,13,4.2,121.69
2019-05-09,AU,Launceston,dew,48,3.5,10,8,45.73
2019-05-09,AU,Launceston,humidity,168,72.7,95.5,90,352.59
2019-05-09,AU,Launceston,pressure,168,1006.8,1011.2,1009.8,19.94
2019-05-09,AU,Launceston,wind-speed,163,0.3,8.5,3.8,53.94
2019-05-09,AU,Launceston,wind-gust,168,0.5,17.1,10.1,190.94
2019-05-09,AU,Launceston,temperature,168,5.6,14.3,10.5,35.44
2019-05-09,AU,Launceston,pm10,168,2,35,8,181.54
2019-12-17,AU,Sydney,pm25,150,16,79,33,2164.79
2019-05-09,AU,Hobart,pm10,68,1,27,4,220.82
2019-05-09,AU,Hobart,humidity,72,67.7,85,74.5,211.68
2020-01-06,AU,Brisbane,pm25,150,2,48,20,734.38
2019-05-09,AU,Hobart,pressure,72,998.1,1010.5,1006.6,150.15
2019-05-09,AU,Hobart,wind-speed,72,0.2,3.3,1.3,8.03
2019-05-09,AU,Hobart,wind-gust,72,0.5,6.3,3.2,20
2019-05-09,AU,Hobart,temperature,72,8.9,14.4,11.2,28.23
2019-05-09,AU,Darwin,dew,48,9.5,18,13,78.83
2019-05-09,AU,Darwin,co,55,0.1,4.2,2.6,17.92
2019-05-09,AU,Darwin,wind-speed,68,1,175.2,5.1,8210.34
2019-05-09,AU,Darwin,humidity,68,27.1,69.3,47.8,1321.87
2019-05-09,AU,Darwin,so2,24,0.1,0.6,0.3,0.3
2020-01-08,AU,Launceston,pm25,150,5,82,13,3342
2019-05-09,AU,Darwin,no2,56,0.1,2.8,0.7,3.42
2019-05-09,AU,Darwin,pressure,72,1009.1,1017.5,1011.2,39.51
2019-05-09,AU,Darwin,wind-gust,69,0.2,8,2.2,43.62
2019-05-09,AU,Darwin,temperature,72,23.6,30.6,27,33.47
2019-05-09,AU,Darwin,o3,66,4,15.6,7.8,69.7
2019-05-09,AU,Darwin,wd,68,65.4,279.2,102.5,64293.3
2019-05-09,AU,Darwin,pm10,68,9,31,15,339.92
2019-05-09,AU,Darwin,precipitation,24,499,499,499,0
2019-05-09,AU,Melbourne,wind-speed,150,0,11.3,3.6,78.84
2019-05-09,AU,Melbourne,wind-gust,167,1.5,22.5,13.6,260.69
2019-05-09,AU,Melbourne,dew,22,5,9,6,10.52
2019-05-09,AU,Melbourne,co,27,1.2,2.3,1.2,2.79
2019-05-09,AU,Melbourne,temperature,148,0,16.6,0,448.95
2019-05-09,AU,Melbourne,pm10,144,5,46,16,880.77
2019-05-09,AU,Melbourne,no2,132,3.8,15.8,6.5,74.49
2019-05-09,AU,Melbourne,precipitation,6,992,998,996,74.67
2019-05-09,AU,Melbourne,humidity,154,46,96.7,58.2,1420.17
2019-05-09,AU,Melbourne,o3,138,1.6,17.6,12.8,111.31
2019-05-09,AU,Melbourne,so2,9,1.5,5.8,5.8,46.22
2020-01-31,AU,Launceston,pm25,150,13,285,137,89422.2
2019-05-09,AU,Melbourne,pressure,148,0,1015.4,0,2255390
2019-05-09,AU,Adelaide,temperature,168,7.3,15.1,11.2,25.74
2019-05-09,AU,Adelaide,wind-gust,166,0.4,25.1,10.3,333.01
2019-05-09,AU,Adelaide,no2,146,0.1,0.1,0.1,0
2019-05-09,AU,Adelaide,dew,24,4.5,11.8,8.2,41.64
2019-05-09,AU,Adelaide,co,120,0.1,0.8,0.2,0.31
2019-05-09,AU,Adelaide,pm10,165,1,11,5,46.97
2019-05-09,AU,Adelaide,humidity,166,63.8,93.8,82.3,455.68
2019-05-09,AU,Adelaide,o3,168,0,0,0,0
2019-05-09,AU,Adelaide,so2,30,0.1,0.1,0.1,0
2020-02-14,AU,Sydney,pm25,150,1,61,17,1089.73
2019-05-09,AU,Adelaide,pressure,168,1008.9,1018.1,1012,61.29
2019-05-09,AU,Adelaide,wind-speed,161,0.1,11.2,5,80.8
2019-05-09,AU,Brisbane,co,26,0.1,0.1,0.1,0
2019-05-09,AU,Brisbane,wd,189,0,0,0,0
2019-05-09,AU,Brisbane,wind-gust,194,0.1,12.5,3.5,77.53
2019-05-09,AU,Brisbane,dew,96,6.5,16,9.5,97.33
2019-05-09,AU,Brisbane,humidity,198,0,88.7,0,11182.1
2019-05-09,AU,Brisbane,so2,66,0.1,0.1,0.1,0
2020-04-11,AU,Sydney,pm25,150,1,48,11,701.63
2019-05-09,AU,Brisbane,temperature,189,0,0,0,0
2019-05-09,AU,Brisbane,o3,81,0.1,0.1,0.1,0
2019-05-09,AU,Brisbane,no2,184,0.1,0.1,0.1,0
2019-05-09,AU,Brisbane,pm10,198,3,28,14,191.58
2019-05-09,AU,Brisbane,pressure,216,1012.8,1023.4,1018,47.21
2019-05-09,AU,Brisbane,wind-speed,189,0,0,0,0
2019-05-09,AU,Perth,no2,51,1.2,26.7,6.7,529.82
2019-05-09,AU,Perth,pressure,72,1030.5,1042.5,1034.9,192.35
2019-05-09,AU,Perth,humidity,72,20.5,93.5,56,4020.63
2019-05-09,AU,Perth,o3,40,0,0,0,0
2020-04-18,AU,Launceston,pm25,150,5,194,13,10113.2
2019-05-09,AU,Perth,pm10,53,6,20,13,136
2019-05-09,AU,Perth,wind-speed,61,0.2,5.3,2,19.28
2019-05-09,AU,Perth,wind-gust,72,0.3,14,3.5,108.66
2019-05-09,AU,Perth,dew,47,-1.5,7,4,34.48
2019-05-09,AU,Perth,co,34,1,6,3,21.68
2019-05-09,AU,Perth,temperature,72,7.2,22.9,13,237.24
2019-05-09,AU,Wollongong,temperature,72,10.4,20.4,16.1,63.52
2019-05-09,AU,Wollongong,wind-speed,68,0.6,14,6,111.82
2019-05-09,AU,Wollongong,co,33,1.2,3.4,2.3,6.81
2019-05-09,AU,Wollongong,humidity,72,37.8,73.3,60,698.08
2019-05-09,AU,Wollongong,o3,52,0.8,23.3,15.2,672.2
2019-05-09,AU,Wollongong,so2,19,1.5,7.2,4.3,39.1
2020-05-19,AU,Sydney,pm25,150,1,66,26,1871.36
2019-05-09,AU,Wollongong,no2,49,1,29.7,8.4,695.49
2019-05-09,AU,Wollongong,pressure,72,1013.3,1019.3,1014.4,40.11
2019-05-09,AU,Wollongong,wind-gust,69,0.6,20.5,9.6,174.71
2019-05-09,AU,Wollongong,pm10,41,8,17,11,88.74
2019-05-10,AU,Sydney,o3,129,0.8,21.6,11.2,469.21
2019-05-10,AU,Sydney,so2,76,1.5,31.5,2.9,180.91
2020-05-23,AU,Launceston,pm25,150,5,260,30,20638.2
2019-05-10,AU,Sydney,no2,137,1,29.7,9.3,615.66
2019-05-10,AU,Sydney,wind-gust,164,0.2,13.6,4.5,98.99
2019-05-10,AU,Sydney,temperature,168,7.9,19,14.5,78.17
2019-05-10,AU,Sydney,co,94,1.2,4.5,2.3,8.91
2019-05-10,AU,Sydney,pm10,139,11,24,17,97.68
2019-05-10,AU,Sydney,humidity,120,40.5,80.7,58,532.63
2019-05-10,AU,Sydney,pressure,168,1004.7,1019.7,1013.4,208.26
2019-05-10,AU,Sydney,wind-speed,157,0.1,8.4,1.8,40.87
2019-05-10,AU,Sydney,dew,23,3,9,6.5,28.03
2019-05-10,AU,Newcastle,no2,57,1,24.1,8.4,352.29
2019-05-10,AU,Newcastle,wind-speed,72,0.2,6,1.8,21.53
2019-05-10,AU,Newcastle,dew,24,4.5,12,6.5,54.41
2019-05-10,AU,Newcastle,temperature,72,6,22.3,13.3,152.2
2019-05-10,AU,Newcastle,pm10,62,14,22,20,53.94
2019-05-10,AU,Newcastle,humidity,72,47.1,93,69.4,1429.27
2019-05-10,AU,Newcastle,o3,40,0.8,17.6,12.8,271.67
2020-06-20,AU,Sydney,pm25,150,1,88,30,3703.85
2019-05-10,AU,Newcastle,co,33,2.3,4.5,3.4,5.57
2019-05-10,AU,Newcastle,so2,29,1.5,17.2,1.5,91.1
2019-05-10,AU,Newcastle,pressure,72,1011.7,1017,1014.4,19.69
2019-05-10,AU,Newcastle,wind-gust,72,0.6,19.5,8.8,220.35
2019-05-10,AU,Launceston,dew,40,5.5,9.5,7,11.37
2019-05-10,AU,Launceston,humidity,168,81,95,89.2,206.24
2019-05-10,AU,Launceston,pressure,168,1008.6,1017.3,1014.6,71.29
2019-05-10,AU,Launceston,wind-speed,143,0.2,5.6,3.3,8.93
2019-05-10,AU,Launceston,wind-gust,161,0.1,12.5,9,147.46
2019-05-10,AU,Launceston,temperature,168,7.5,11.8,10.2,6.47
2019-05-10,AU,Launceston,pm10,165,1,75,6,452.82
2020-06-20,AU,Launceston,pm25,150,9,238,57,23660
2019-05-10,AU,Hobart,pm10,71,1,30,6,256
2019-05-10,AU,Hobart,humidity,72,71.4,91.2,80.4,431.48
2020-06-26,AU,Launceston,pm25,150,5,177,17,15235.1
2019-05-10,AU,Hobart,pressure,72,1002.9,1019.3,1010.4,157.46
2019-05-10,AU,Hobart,wind-speed,47,0.2,3.7,1.9,9.97
2019-05-10,AU,Hobart,wind-gust,68,0.1,6,1.9,34.86
2019-05-10,AU,Hobart,temperature,72,7.3,11.6,10.2,9.64
2019-05-10,AU,Darwin,dew,48,8,15,10,43.4
2019-05-10,AU,Darwin,co,65,0.1,5.8,2.9,26.12
2019-05-10,AU,Darwin,wind-speed,72,1.3,94.5,5.7,1216.1
2019-05-10,AU,Darwin,humidity,72,30,61.6,41.8,571.01
2019-05-10,AU,Darwin,so2,43,0.1,0.3,0.2,0.05
2020-07-01,AU,Launceston,pm25,150,5,177,25,16702.1
2019-05-10,AU,Darwin,no2,61,0.1,2.3,0.9,3.52
2019-05-10,AU,Darwin,pressure,72,1011,1018,1013,24.09
2019-05-10,AU,Darwin,wind-gust,72,0.5,7.7,1.2,53.38
2019-05-10,AU,Darwin,temperature,72,23,29.8,26.5,32.95
2019-05-10,AU,Darwin,o3,70,4.5,12.1,8.2,41.51
2019-05-10,AU,Darwin,wd,72,52.6,312.8,126.7,62628.3
2019-05-10,AU,Darwin,pm10,72,9,49,19,701.03
2019-05-10,AU,Darwin,precipitation,24,499,499,499,0
2019-05-10,AU,Melbourne,wind-speed,136,0,11.8,2,81.48
2019-05-10,AU,Melbourne,wind-gust,160,0.1,26.9,12.1,621.02
2019-05-10,AU,Melbourne,dew,23,5,11,9,34.72
2019-05-10,AU,Melbourne,co,48,1.2,3.4,2.3,6.52
2019-05-10,AU,Melbourne,temperature,150,0,13.8,0,347.59
2019-05-10,AU,Melbourne,pm10,144,6,25,14,179.98
2019-05-10,AU,Melbourne,no2,137,1,21.3,7.5,410.9
2019-05-10,AU,Melbourne,precipitation,24,2,998,8,1912740
2019-05-10,AU,Melbourne,humidity,153,57.2,100,90.8,1492.65
2019-05-10,AU,Melbourne,o3,135,0.8,20,13.6,455.29
2019-05-10,AU,Melbourne,so2,42,1.5,44.3,1.5,2911.14
2019-02-03,AU,Launceston,pm25,149,9,155,25,8543.93
2019-05-10,AU,Melbourne,pressure,150,0,1023.5,0,2255330
2019-05-10,AU,Adelaide,temperature,168,5.8,16,11.7,72.65
2019-05-10,AU,Adelaide,wind-gust,157,0.2,23.8,8.7,281.52
2019-05-10,AU,Adelaide,no2,134,0.1,0.1,0.1,0
2019-05-10,AU,Adelaide,dew,24,3,7,4,12.22
2019-05-10,AU,Adelaide,co,168,0.1,0.6,0.2,0.24
2019-05-10,AU,Adelaide,pm10,159,2,15,6,61.99
2019-05-10,AU,Adelaide,humidity,168,42.7,90,64.5,1416.79
2019-05-10,AU,Adelaide,o3,149,0,0,0,0
2019-05-10,AU,Adelaide,so2,9,0.1,0.1,0.1,0
2019-04-14,AU,Sydney,pm25,149,42,59,53,136.77
2019-05-10,AU,Adelaide,pressure,168,1013.2,1030,1024.5,267.98
2019-05-10,AU,Adelaide,wind-speed,162,0.1,11.6,3.6,69.85
2019-05-10,AU,Brisbane,co,32,0.1,0.1,0.1,0
2019-05-10,AU,Brisbane,precipitation,11,0,0,0,0
2019-05-10,AU,Brisbane,wd,215,0,0,0,0
2019-05-10,AU,Brisbane,wind-gust,178,0.1,21.5,7.4,221.56
2019-05-10,AU,Brisbane,dew,72,7,21,16,148.28
2019-05-10,AU,Brisbane,humidity,215,0,97.1,0,14600.2
2019-05-10,AU,Brisbane,so2,82,0.1,0.1,0.1,0
2019-04-24,AU,Sydney,pm25,149,11,36,21,151.36
2019-05-10,AU,Brisbane,temperature,215,0,0,0,0
2019-05-10,AU,Brisbane,o3,99,0.1,0.1,0.1,0
2019-05-10,AU,Brisbane,no2,213,0.1,0.1,0.1,0
2019-05-10,AU,Brisbane,pm10,216,9,42,18,485.45
2019-05-10,AU,Brisbane,pressure,216,1011.1,1022.5,1017.7,63.25
2019-05-10,AU,Brisbane,wind-speed,214,0,0,0,0
2019-05-10,AU,Perth,no2,46,1.2,26.7,7.8,610.28
2019-05-10,AU,Perth,pressure,72,1030,1042.5,1039.4,213.95
2019-05-10,AU,Perth,so2,3,5.8,5.8,5.8,0
2019-05-10,AU,Perth,humidity,72,22.5,58.3,44.8,1010.74
2019-05-10,AU,Perth,o3,49,0,0,0,0
2019-05-02,AU,Sydney,pm25,149,15,43,32,483.18
2019-05-10,AU,Perth,pm10,52,19,26,23,33.04
2019-05-10,AU,Perth,wind-speed,61,0.5,6.4,3.3,30.4
2019-05-10,AU,Perth,wind-gust,72,0.8,16,3.3,316.04
2019-05-10,AU,Perth,dew,48,-1,10,3,65.35
2019-05-10,AU,Perth,co,43,1,8,4,46.94
2019-05-10,AU,Perth,temperature,72,9,24.8,14.8,249.82
2019-05-10,AU,Wollongong,temperature,72,10.1,18.1,13.8,53.16
2019-05-10,AU,Wollongong,wind-speed,63,0.2,14,3.6,168.4
2019-05-10,AU,Wollongong,co,9,1.2,1.2,1.2,0
2019-05-10,AU,Wollongong,humidity,72,47,73,66.3,427.09
2019-05-10,AU,Wollongong,o3,58,0.8,21.6,12.8,402.72
2019-05-10,AU,Wollongong,so2,12,1.5,7.2,2.9,42.27
2019-05-08,AU,Sydney,pm25,149,14,45,25,994.99
2019-05-10,AU,Wollongong,no2,53,1,21.3,8.4,241.6
2019-05-10,AU,Wollongong,pressure,72,1010.9,1014.6,1013.2,11.35
2019-05-10,AU,Wollongong,wind-gust,64,1.1,19.3,7,239.99
2019-05-10,AU,Wollongong,pm10,42,11,19,15,36
2019-05-11,AU,Sydney,o3,141,2.4,21.6,15.2,155.64
2019-05-11,AU,Sydney,so2,19,1.5,7.2,1.5,31.49
2019-05-26,AU,Launceston,pm25,149,5,72,9,1328.36
2019-05-11,AU,Sydney,no2,131,1,16.7,3.8,93.81
2019-05-11,AU,Sydney,wind-gust,167,0.2,21.3,6.8,188.74
2019-05-11,AU,Sydney,temperature,168,8.7,21.5,14,148.89
2019-05-11,AU,Sydney,co,25,1.2,2.3,1.2,3.15
2019-05-11,AU,Sydney,pm10,148,6,20,11,127.2
2019-05-11,AU,Sydney,humidity,120,35.8,72.2,58,961.69
2019-05-11,AU,Sydney,pressure,168,1006.6,1029.2,1018,340.92
2019-05-11,AU,Sydney,wind-speed,165,0.1,11.8,2.4,72.69
2019-05-11,AU,Sydney,dew,21,3,11.5,5.3,42.48
2019-05-11,AU,Newcastle,no2,43,1,20.4,2.8,271.33
2019-05-11,AU,Newcastle,wind-speed,72,0.8,5.3,2.8,11.06
2019-05-11,AU,Newcastle,dew,24,4,7.5,6,10.15
2019-05-11,AU,Newcastle,temperature,72,10.4,21.4,14.5,144.04
2019-05-11,AU,Newcastle,pm10,65,8,18,12,73.37
2019-05-11,AU,Newcastle,humidity,72,41,73.5,55.6,1034.74
2019-05-11,AU,Newcastle,o3,59,0.8,21.6,15.2,226.27
2019-06-10,AU,Brisbane,pm25,149,8,54,25,1985.72
2019-05-11,AU,Newcastle,co,12,1.2,2.3,1.2,2.47
2019-05-11,AU,Newcastle,so2,16,1.5,10,1.5,45.11
2019-05-11,AU,Newcastle,pressure,72,1014,1024.4,1017,116.76
2019-05-11,AU,Newcastle,wind-gust,72,4,21.3,12.4,133.68
2019-05-11,AU,Launceston,dew,46,1.5,8,4,33.51
2019-05-11,AU,Launceston,humidity,168,47.4,96.5,87,2584.01
2019-05-11,AU,Launceston,pressure,168,1017,1019.8,1018.3,6.63
2019-05-11,AU,Launceston,wind-speed,118,0.2,5.8,2.1,21.07
2019-05-11,AU,Launceston,wind-gust,141,0.2,12.7,6.6,125.89
2019-05-11,AU,Launceston,temperature,168,1.9,16.1,7.5,200.61
2019-05-11,AU,Launceston,pm10,168,1,66,7,943.41
2019-06-14,AU,Melbourne,pm25,149,5,29,18,455.21
2019-05-11,AU,Hobart,pm10,71,1,20,4,66.44
2019-05-11,AU,Hobart,humidity,72,50.2,88,76.3,1041.46
2019-06-30,AU,Launceston,pm25,149,5,34,9,254.8
2019-05-11,AU,Hobart,pressure,72,1010,1019.5,1011.5,134.99
2019-05-11,AU,Hobart,wind-speed,70,0.2,3.5,1.3,10.09
2019-05-11,AU,Hobart,wind-gust,72,0.8,6.1,4.1,19.1
2019-05-11,AU,Hobart,temperature,72,5.5,15.9,10.7,104.52
2019-05-11,AU,Darwin,dew,48,4,11,8,49.98
2019-05-11,AU,Darwin,co,70,0.5,7.2,4.1,30.03
2019-05-11,AU,Darwin,wind-speed,72,1.3,17.9,5.1,149.39
2019-05-11,AU,Darwin,humidity,72,23,52.1,35.7,536.68
2019-05-11,AU,Darwin,so2,46,0.1,1,0.4,0.44
2019-10-14,AU,Launceston,pm25,149,5,68,13,1192.83
2019-05-11,AU,Darwin,no2,68,0.1,3.3,1.3,5.31
2019-05-11,AU,Darwin,pressure,72,1012.8,1017,1015,15.65
2019-05-11,AU,Darwin,wind-gust,63,0.5,28,4.2,330.09
2019-05-11,AU,Darwin,temperature,72,22.7,29.8,26.2,40.56
2019-05-11,AU,Darwin,o3,69,4.4,26.5,10.3,392.98
2019-05-11,AU,Darwin,wd,72,84.1,293.2,127.4,62272.7
2019-05-11,AU,Darwin,pm10,72,25,78,40,1273.05
2019-05-11,AU,Darwin,precipitation,24,499,499,499,0
2019-05-11,AU,Melbourne,wind-speed,138,0,7.7,2,40.77
2019-05-11,AU,Melbourne,wind-gust,167,0.1,13.5,7.9,87.02
2019-05-11,AU,Melbourne,dew,13,5,10,9,30.64
2019-05-11,AU,Melbourne,co,9,2.3,2.3,2.3,0
2019-05-11,AU,Melbourne,temperature,142,0,16,0,401.69
2019-05-11,AU,Melbourne,pm10,143,4,17,10,92.73
2019-05-11,AU,Melbourne,no2,137,2.8,15.8,8.4,94.68
2019-05-11,AU,Melbourne,precipitation,6,5,16,6,161.67
2019-05-11,AU,Melbourne,humidity,148,63.2,96,77.8,521.82
2019-05-11,AU,Melbourne,o3,135,4,17.6,12.8,113.37
2019-05-11,AU,Melbourne,so2,63,1.5,34.3,5.8,507.75
2020-02-10,AU,Sydney,pm25,149,1,70,13,1384.85
2019-05-11,AU,Melbourne,pressure,142,0,1027.3,0,2367990
2019-05-11,AU,Adelaide,temperature,168,10.5,18.7,13.9,35.14
2019-05-11,AU,Adelaide,wind-gust,157,0.1,21.7,6,142.71
2019-05-11,AU,Adelaide,no2,110,0.1,0.1,0.1,0
2019-05-11,AU,Adelaide,dew,24,7,12.5,11,18.7
2019-05-11,AU,Adelaide,co,159,0.1,0.6,0.3,0.13
2019-05-11,AU,Adelaide,pm10,143,1,16,4,44.65
2019-05-11,AU,Adelaide,humidity,168,62,93,83,554.97
2019-05-11,AU,Adelaide,o3,114,0,0,0,0
2019-05-11,AU,Adelaide,so2,6,0.1,0.1,0.1,0
2020-03-13,AU,Sydney,pm25,149,1,47,14,1036.01
2019-05-11,AU,Adelaide,pressure,168,1013.2,1031,1029.6,343.97
2019-05-11,AU,Adelaide,wind-speed,153,0.1,12.2,2.5,47.85
2019-05-11,AU,Brisbane,co,24,0.1,0.1,0.1,0
2019-05-11,AU,Brisbane,precipitation,2,0,0,0,0
2019-05-11,AU,Brisbane,wd,216,0,0,0,0
2019-05-11,AU,Brisbane,wind-gust,216,0.7,27.7,11.6,256.65
2019-05-11,AU,Brisbane,dew,92,-1.5,4,2,18.12
2019-05-11,AU,Brisbane,humidity,216,0,59,0,4646.72
2019-05-11,AU,Brisbane,so2,43,0.1,0.1,0.1,0
2020-03-28,AU,Sydney,pm25,149,1,59,19,1441.27
2019-05-11,AU,Brisbane,temperature,216,0,0,0,0
2019-05-11,AU,Brisbane,o3,140,0.1,0.1,0.1,0
2019-05-11,AU,Brisbane,no2,180,0.1,0.1,0.1,0
2019-05-11,AU,Brisbane,pm10,210,2,26,14,173.48
2019-05-11,AU,Brisbane,pressure,216,1013.9,1025.9,1019.9,61.58
2019-05-11,AU,Brisbane,wind-speed,216,0,0,0,0
2019-05-11,AU,Perth,no2,50,1.2,21.2,10,287.92
2019-05-11,AU,Perth,pressure,71,1025,1039.2,1035.6,272.37
2019-05-11,AU,Perth,humidity,71,25,81,56,2027.37
2019-05-11,AU,Perth,o3,41,0,0,0,0
2020-04-06,AU,Sydney,pm25,149,1,48,13,655.41
2019-05-11,AU,Perth,pm10,52,17,25,22,65.23
2019-05-11,AU,Perth,wind-speed,58,0.3,5.4,2.1,14.65
2019-05-11,AU,Perth,wind-gust,70,0.6,11.8,2.3,96.81
2019-05-11,AU,Perth,dew,45,2,9,5,35.33
2019-05-11,AU,Perth,co,41,2,8,4,36.44
2019-05-11,AU,Perth,temperature,71,8.5,24.9,15.4,268.88
2019-05-11,AU,Wollongong,temperature,72,10.9,20.7,13.5,95.86
2019-05-11,AU,Wollongong,wind-speed,68,0.3,19.3,7,263.41
2019-05-11,AU,Wollongong,co,9,2.3,2.3,2.3,0
2019-05-11,AU,Wollongong,humidity,72,47.5,83,65.7,618.04
2019-05-11,AU,Wollongong,o3,59,12.8,20.8,18.4,28.64
2019-05-11,AU,Wollongong,so2,6,2.9,14.3,5.8,280.83
2020-04-29,AU,Sydney,pm25,149,1,126,17,3115.9
2019-05-11,AU,Wollongong,no2,24,1,5.6,1,23.03
2019-05-11,AU,Wollongong,pressure,72,1010.4,1024.1,1016.6,222.05
2019-05-11,AU,Wollongong,wind-gust,72,0.3,25,11.1,557.03
2019-05-11,AU,Wollongong,pm10,44,6,13,8,32.14
2019-05-12,AU,Sydney,o3,25,0.8,12.1,8.8,76.88
2020-04-30,AU,Sydney,pm25,149,1,64,17,1758.99
2019-05-12,AU,Sydney,no2,26,1.9,14.9,6.5,89.08
2019-05-12,AU,Sydney,wind-gust,150,0.1,13.5,3.5,101.14
2019-05-12,AU,Sydney,temperature,168,6.1,22,13.3,187.54
